Item,MSE d,MSE a,MSE delta,Pi,P,AUC true,AUC est,J_total
4,0.009268069598935249,0.010690109545386926,0.010284930669728767,0.05,9,0.7266202483860378,0.6660422748659591,10
5,0.009084556379767232,0.006923555878566702,0.009818494596265603,0.05,9,0.7266202483860378,0.6660422748659591,10
6,0.00812857512180825,0.008587931296091504,0.01047479685439467,0.05,9,0.7266202483860378,0.6660422748659591,10
7,0.01065206843927613,0.008169208712858155,0.0072387805188045,0.05,9,0.7266202483860378,0.6660422748659591,10
8,0.008179842802957823,0.008105880458898181,0.009120042529184757,0.05,9,0.7266202483860378,0.6660422748659591,10
9,0.007252954602426455,0.008999386517115788,0.012221913727852956,0.05,9,0.7266202483860378,0.6660422748659591,10
10,0.009422452621779548,0.011459829554919048,0.01152894561492283,0.05,9,0.7266202483860378,0.6660422748659591,10
1,0.011382408831622462,0.011406167711333149,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
2,0.01124381751869586,0.011755027168641656,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
3,0.011025741703780362,0.011226146480927816,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
4,0.009424149845167373,0.009454424954936902,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
5,0.009344585197148658,0.010615162250358858,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
6,0.00869717633423892,0.007023869312387696,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
7,0.008117359719030616,0.008518492581477459,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
8,0.010700170000641007,0.0077748288943362874,0.0,0.1,2,0.6826437457279562,0.626547775689223,10
9,0.008126486048619382,0.00849931122439091,0.008835744666766347,0.1,2,0.6826437457279562,0.626547775689223,10
10,0.00691082859013849,0.008901584856495712,0.04052254487057608,0.1,2,0.6826437457279562,0.626547775689223,10
1,0.011382402490744127,0.011406221456964993,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
2,0.011243819808493863,0.01175501598847748,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
3,0.011026020200351807,0.011226156868169494,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
4,0.00942420463684694,0.009454417386069424,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
5,0.00934390832392725,0.010615200081546762,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
6,0.008697250649584246,0.007023889546087765,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
7,0.008117468116329194,0.008518507176013585,0.0,0.1,3,0.7199875142342342,0.6520288547747748,10
8,0.01069963724387114,0.007774861406425605,0.00724813802019229,0.1,3,0.7199875142342342,0.6520288547747748,10
9,0.008126353035712196,0.008499352802756138,0.008835748434087543,0.1,3,0.7199875142342342,0.6520288547747748,10
10,0.006910705868298338,0.008901580680810489,0.012540678529340883,0.1,3,0.7199875142342342,0.6520288547747748,10
1,0.011243882902941996,0.011755021921204917,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
2,0.01102609702884229,0.011226111496396487,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
3,0.009424293299034717,0.009454414433995757,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
4,0.009343982494457677,0.010615217605489441,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
5,0.008697278178185499,0.0070238838655287406,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
6,0.008117618010043369,0.008518533987442652,0.0,0.1,4,0.7691027834234234,0.7191350486486486,10
7,0.01069966489441633,0.007774902864537613,0.007248136568286082,0.1,4,0.7691027834234234,0.7191350486486486,10
8,0.008126419787059122,0.008499350083309534,0.008835750489179242,0.1,4,0.7691027834234234,0.7191350486486486,10
9,0.006910705557090101,0.008901623523255643,0.012540677828923956,0.1,4,0.7691027834234234,0.7191350486486486,10
10,0.00930678363016463,0.011382465458581813,0.011406315020365654,0.1,4,0.7691027834234234,0.7191350486486486,10
1,0.009425102874922493,0.00945442720982951,0.0,0.1,6,0.7475253996396396,0.694279187027027,10
2,0.009340693983460673,0.01061521925237313,0.0,0.1,6,0.7475253996396396,0.694279187027027,10
3,0.008698658790724251,0.007023874156072665,0.0,0.1,6,0.7475253996396396,0.694279187027027,10
4,0.00811701562577259,0.008518454359783658,0.0,0.1,6,0.7475253996396396,0.694279187027027,10
5,0.01070065374827583,0.0077748655308774416,0.007248142976153773,0.1,6,0.7475253996396396,0.694279187027027,10
6,0.008127580681681705,0.008499327288945634,0.008835766453216026,0.1,6,0.7475253996396396,0.694279187027027,10
7,0.006911794890827012,0.008901602695288975,0.012540694419199057,0.1,6,0.7475253996396396,0.694279187027027,10
8,0.009308883694935472,0.011382495820613762,0.011406322989908036,0.1,6,0.7475253996396396,0.694279187027027,10
9,0.009030051897712875,0.011243928268767404,0.01175512328386155,0.1,6,0.7475253996396396,0.694279187027027,10
10,0.00849120988400845,0.011026091332903235,0.011226232833295696,0.1,6,0.7475253996396396,0.694279187027027,10
1,0.008697216993849627,0.007023887894803568,0.0,0.1,8,0.7569824028828829,0.7438111567567568,10
2,0.008116676744205202,0.00851849129653958,0.0,0.1,8,0.7569824028828829,0.7438111567567568,10
3,0.01069944975609989,0.007774883008894982,0.007248138690580353,0.1,8,0.7569824028828829,0.7438111567567568,10
4,0.008126314547278642,0.008499358554777924,0.008835754964265967,0.1,8,0.7569824028828829,0.7438111567567568,10
5,0.006909833767028256,0.008901554213815725,0.012540684881480316,0.1,8,0.7569824028828829,0.7438111567567568,10
6,0.009306268344079095,0.011382474942754224,0.011406304192786569,0.1,8,0.7569824028828829,0.7438111567567568,10
7,0.009030129568247757,0.011243906482647139,0.011755131121470615,0.1,8,0.7569824028828829,0.7438111567567568,10
8,0.008490903757755765,0.011026130110163098,0.01122621536807955,0.1,8,0.7569824028828829,0.7438111567567568,10
9,0.007466976369416717,0.00942432839352327,0.009454467392189114,0.1,8,0.7569824028828829,0.7438111567567568,10
10,0.0070767507492962975,0.009344050948948862,0.010615277605855346,0.1,8,0.7569824028828829,0.7438111567567568,10
1,0.008117576714709952,0.008518512333781824,0.0,0.1,9,0.7733208389189188,0.757480665945946,10
2,0.010699705662860331,0.00777488576566499,0.007248137031244891,0.1,9,0.7733208389189188,0.757480665945946,10
3,0.008126441877286525,0.008499353858210157,0.008835749760356745,0.1,9,0.7733208389189188,0.757480665945946,10
4,0.006910681991243655,0.008901616815539068,0.012540676982089494,0.1,9,0.7733208389189188,0.757480665945946,10
5,0.00930690134305529,0.011382494533706404,0.011406315032815846,0.1,9,0.7733208389189188,0.757480665945946,10
6,0.009030311035607148,0.011243936439135606,0.011755126910125684,0.1,9,0.7733208389189188,0.757480665945946,10
7,0.008489376186924701,0.011026152444814813,0.011226228163380711,0.1,9,0.7733208389189188,0.757480665945946,10
8,0.007467177472996035,0.009424336075547633,0.009454479320165911,0.1,9,0.7733208389189188,0.757480665945946,10
9,0.007075773967719931,0.009344048756665415,0.01061528077841743,0.1,9,0.7733208389189188,0.757480665945946,10
10,0.009714680036085511,0.00869731019832556,0.0070239195410150244,0.1,9,0.7733208389189188,0.757480665945946,10
1,0.007294050824978455,0.00929132701671609,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
2,0.009576227760041758,0.008822776637899363,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
3,0.009801768998330265,0.00788126693674445,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
4,0.011287821697584934,0.010982356430322509,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
5,0.010913648354235212,0.008129187286718482,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
6,0.007481084691462947,0.007336050526617428,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
7,0.008376551909964934,0.009214122192772749,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
8,0.01262940255625131,0.009019694207421427,0.0,0.15,2,0.6625537790806229,0.6210517233653234,10
9,0.011933279236597531,0.00847439825159786,0.012064830060080758,0.15,2,0.6625537790806229,0.6210517233653234,10
10,0.011468033713402792,0.00747044458672104,0.027269357763842778,0.15,2,0.6625537790806229,0.6210517233653234,10
1,0.007294093816814265,0.009291340093230394,0.0,0.15,3,0.701029883695785,0.64630461361991,10
2,0.009575943109874243,0.008822771328307987,0.0,0.15,3,0.701029883695785,0.64630461361991,10
3,0.009802272279854361,0.007881251634244088,0.0,0.15,3,0.701029883695785,0.64630461361991,10
4,0.0112877065668962,0.010982282178515374,0.0,0.15,3,0.701029883695785,0.64630461361991,10
5,0.010913470879645417,0.008129228611487465,0.0,0.15,3,0.701029883695785,0.64630461361991,10
6,0.00748124680229661,0.007336059137571265,0.0,0.15,3,0.701029883695785,0.64630461361991,10
7,0.008377163756273022,0.009214129093221753,0.0,0.15,3,0.701029883695785,0.64630461361991,10
8,0.01262917702951124,0.009019707970468149,0.02037595266439145,0.15,3,0.701029883695785,0.64630461361991,10
9,0.011933319693523133,0.008474430023342375,0.030634008970701485,0.15,3,0.701029883695785,0.64630461361991,10
10,0.011466597303374529,0.007470428082125384,0.009304214084609162,0.15,3,0.701029883695785,0.64630461361991,10
1,0.009575933788412587,0.00882282114456001,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
2,0.009802370669135928,0.007881264738567288,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
3,0.011287949133404798,0.01098236881083373,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
4,0.010913696227734596,0.008129239968375345,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
5,0.007481496485883485,0.007336090346094617,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
6,0.008377323336191324,0.009214158513961512,0.0,0.15,4,0.7372336389022087,0.7199388711815643,10
7,0.012628995318829932,0.009019764462557653,0.020375943031982317,0.15,4,0.7372336389022087,0.7199388711815643,10
8,0.011932675254024234,0.008474444352380567,0.030634006500778348,0.15,4,0.7372336389022087,0.7199388711815643,10
9,0.011466680496510508,0.007470463129673558,0.009304208995611858,0.15,4,0.7372336389022087,0.7199388711815643,10
10,0.010369810481702834,0.007294167381153552,0.00929145261066151,0.15,4,0.7372336389022087,0.7199388711815643,10
1,0.011287742995793213,0.010982323789851822,0.0,0.15,6,0.7289821585385348,0.7046633157513704,10
2,0.010913765497251947,0.008129229230548502,0.0,0.15,6,0.7289821585385348,0.7046633157513704,10
3,0.007481362008999528,0.007336095052093602,0.0,0.15,6,0.7289821585385348,0.7046633157513704,10
4,0.008377144394718972,0.009214150266216694,0.0,0.15,6,0.7289821585385348,0.7046633157513704,10
5,0.012629162716879288,0.009019732930067477,0.020375950035117243,0.15,6,0.7289821585385348,0.7046633157513704,10
6,0.011933227926999605,0.008474434827868601,0.03063400374896484,0.15,6,0.7289821585385348,0.7046633157513704,10
7,0.011466623428503877,0.007470470591904072,0.009304212118731562,0.15,6,0.7289821585385348,0.7046633157513704,10
8,0.010369979211936333,0.007294178606520611,0.009291455040463753,0.15,6,0.7289821585385348,0.7046633157513704,10
9,0.009530618591592687,0.0095758761235617,0.0088228642086016,0.15,6,0.7289821585385348,0.7046633157513704,10
10,0.011009528376547442,0.009802368574590114,0.007881307586458792,0.15,6,0.7289821585385348,0.7046633157513704,10
1,0.007481299093589515,0.007336095630205286,0.0,0.15,8,0.7452583476715652,0.725680773606371,10
2,0.008377202464371868,0.009214134712121682,0.0,0.15,8,0.7452583476715652,0.725680773606371,10
3,0.012629313977742126,0.009019732129274094,0.020375950519086788,0.15,8,0.7452583476715652,0.725680773606371,10
4,0.011933348500142115,0.008474441700736007,0.03063400580743374,0.15,8,0.7452583476715652,0.725680773606371,10
5,0.011466805194370808,0.0074704705557018854,0.009304216070721091,0.15,8,0.7452583476715652,0.725680773606371,10
6,0.01036980466941555,0.0072941842493413145,0.009291453007048403,0.15,8,0.7452583476715652,0.725680773606371,10
7,0.009530666442262848,0.00957590700134598,0.008822860590158911,0.15,8,0.7452583476715652,0.725680773606371,10
8,0.01100961029279046,0.009802375665721723,0.007881307028533686,0.15,8,0.7452583476715652,0.725680773606371,10
9,0.007002649403091244,0.011287764956479858,0.02031050517130568,0.15,8,0.7452583476715652,0.725680773606371,10
10,0.00817419115705089,0.010913601930389635,0.008129267311237184,0.15,8,0.7452583476715652,0.725680773606371,10
1,0.0083771628593041,0.00921414445561525,0.0,0.15,9,0.7620294474374525,0.751289651087355,10
2,0.01262924486395862,0.009019732336377205,0.02037595288622061,0.15,9,0.7620294474374525,0.751289651087355,10
3,0.011933472364511463,0.008474442638707927,0.030634012029602413,0.15,9,0.7620294474374525,0.751289651087355,10
4,0.011466738395439451,0.007470465599160203,0.009304214207732316,0.15,9,0.7620294474374525,0.751289651087355,10
5,0.010369795237379626,0.00729418665891708,0.00929145328475418,0.15,9,0.7620294474374525,0.751289651087355,10
6,0.009530733132602684,0.009575882057471412,0.008822861238697976,0.15,9,0.7620294474374525,0.751289651087355,10
7,0.011009665948450957,0.009802379747554844,0.007881306150667523,0.15,9,0.7620294474374525,0.751289651087355,10
8,0.007002621494725291,0.011287786288105976,0.020310509086714654,0.15,9,0.7620294474374525,0.751289651087355,10
9,0.00817431606161673,0.010913618297357985,0.00812926885768616,0.15,9,0.7620294474374525,0.751289651087355,10
10,0.007555364717233364,0.007481278390540544,0.007336125459269777,0.15,9,0.7620294474374525,0.751289651087355,10
1,0.010951747232493812,0.007435360614891028,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
2,0.008175175063046236,0.008133585637623186,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
3,0.006717153262129437,0.008099137274402653,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
4,0.009637408234865707,0.011394919438530621,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
5,0.00932012145913733,0.011711125995894045,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
6,0.008043874061116795,0.011480920315063894,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
7,0.006994254941147609,0.009062108292780542,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
8,0.007659686937973831,0.00917747165851243,0.0,0.2,2,0.659208626895937,0.6392723086030798,10
9,0.009168562041037191,0.008695304300371161,0.007040292546090485,0.2,2,0.659208626895937,0.6392723086030798,10
10,0.009728774943189257,0.008195605364447182,0.008685679459756816,0.2,2,0.659208626895937,0.6392723086030798,10
1,0.010951535407810131,0.0074352897157485345,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
2,0.008173571480371638,0.008133599633120875,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
3,0.006717860218087621,0.00809907438319122,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
4,0.009637412039121768,0.011394843015882776,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
5,0.009318581230931523,0.01171112427515119,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
6,0.00804337745341948,0.011480850117379475,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
7,0.0069926840540361105,0.009061971650562346,0.0,0.2,3,0.6960515678394708,0.6749768883785778,10
8,0.007656635795479343,0.009177459602326653,0.011151040479540433,0.2,3,0.6960515678394708,0.6749768883785778,10
9,0.009168375843767196,0.008695318531618377,0.016431564315954487,0.2,3,0.6960515678394708,0.6749768883785778,10
10,0.009730176113644583,0.008195545702593052,0.0086856748009244,0.2,3,0.6960515678394708,0.6749768883785778,10
1,0.00817475972420561,0.00813361384032112,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
2,0.006717225156631298,0.008099151683026003,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
3,0.009637476554545076,0.011394929099672097,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
4,0.00931970190987059,0.011711156190214156,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
5,0.008043534591377148,0.011480959196195784,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
6,0.006993951092941451,0.009062092147376995,0.0,0.2,4,0.7380877388665628,0.7263166694004757,10
7,0.007660122498732337,0.009177535406505987,0.01115095531262121,0.2,4,0.7380877388665628,0.7263166694004757,10
8,0.0091687397664189,0.00869532776527967,0.0164315628442813,0.2,4,0.7380877388665628,0.7263166694004757,10
9,0.009729100642417832,0.008195634595464695,0.008685678684734098,0.2,4,0.7380877388665628,0.7263166694004757,10
10,0.012024814326379328,0.010951734806435838,0.007435460744142061,0.2,4,0.7380877388665628,0.7263166694004757,10
1,0.009637313576365013,0.011394883031906437,0.0,0.2,6,0.7216830121107739,0.7089007408622434,10
2,0.009319481225160107,0.011711141048498984,0.0,0.2,6,0.7216830121107739,0.7089007408622434,10
3,0.008043363735877836,0.011480949701911382,0.0,0.2,6,0.7216830121107739,0.7089007408622434,10
4,0.006993959796266822,0.009062108782562061,0.0,0.2,6,0.7216830121107739,0.7089007408622434,10
5,0.007660754313845507,0.009177498605583262,0.011150949921115578,0.2,6,0.7216830121107739,0.7089007408622434,10
6,0.009168561245614923,0.008695327698124042,0.016431569829123298,0.2,6,0.7216830121107739,0.7089007408622434,10
7,0.009728900775545281,0.008195628378465557,0.008685683447376254,0.2,6,0.7216830121107739,0.7089007408622434,10
8,0.012024706585286878,0.010951736981820165,0.0074354526502799015,0.2,6,0.7216830121107739,0.7089007408622434,10
9,0.010866608747436295,0.008174707599852409,0.008133640757065687,0.2,6,0.7216830121107739,0.7089007408622434,10
10,0.007761878878794351,0.006717066032158584,0.0080991773443281,0.2,6,0.7216830121107739,0.7089007408622434,10
1,0.0069940215644220234,0.00906210430687619,0.0,0.2,8,0.732707398662212,0.7220144489279323,10
2,0.007659931148211532,0.00917751447126861,0.0,0.2,8,0.732707398662212,0.7220144489279323,10
3,0.00916848711013988,0.008695326285427294,0.0070402893113855345,0.2,8,0.732707398662212,0.7220144489279323,10
4,0.00972908379002868,0.008195633527337286,0.008685686446103562,0.2,8,0.732707398662212,0.7220144489279323,10
5,0.012024872259147059,0.010951739333075474,0.00743545990923352,0.2,8,0.732707398662212,0.7220144489279323,10
6,0.010866714636500659,0.008174734580618378,0.008133643631171548,0.2,8,0.732707398662212,0.7220144489279323,10
7,0.007761140745656508,0.006717082260654353,0.008099175794807206,0.2,8,0.732707398662212,0.7220144489279323,10
8,0.00819963162425038,0.009637477423328608,0.011394975326273236,0.2,8,0.732707398662212,0.7220144489279323,10
9,0.012488524075974606,0.009319749612702996,0.02178903546989881,0.2,8,0.732707398662212,0.7220144489279323,10
10,0.011288784709362763,0.008043699614135915,0.011480983608406525,0.2,8,0.732707398662212,0.7220144489279323,10
1,0.0076600261727991096,0.00917751659138739,0.0,0.2,9,0.7549208813342498,0.7453496240448015,10
2,0.009168453521917131,0.00869533373446998,0.007040285922033727,0.2,9,0.7549208813342498,0.7453496240448015,10
3,0.009729091666191455,0.008195624492307221,0.00868568896974234,0.2,9,0.7549208813342498,0.7453496240448015,10
4,0.012024795255413768,0.010951736295215342,0.007435459381521976,0.2,9,0.7549208813342498,0.7453496240448015,10
5,0.010866574191539446,0.008174724369664476,0.008133643929207606,0.2,9,0.7549208813342498,0.7453496240448015,10
6,0.007761227278443737,0.006717084841055756,0.008099179734899587,0.2,9,0.7549208813342498,0.7453496240448015,10
7,0.00819949632061202,0.009637481189222991,0.011394972451307082,0.2,9,0.7549208813342498,0.7453496240448015,10
8,0.012488584437161278,0.009319757318821406,0.021789037462575492,0.2,9,0.7549208813342498,0.7453496240448015,10
9,0.011288865086201394,0.008043712555964328,0.011480983009843335,0.2,9,0.7549208813342498,0.7453496240448015,10
10,0.011068014185110926,0.006994010856248429,0.009062132385531399,0.2,9,0.7549208813342498,0.7453496240448015,10
1,0.009082416578383025,0.008180631215182805,0.0,0.25,2,0.644455910379148,0.625138966994711,10
2,0.008748138090975277,0.012224313234717758,0.0,0.25,2,0.644455910379148,0.625138966994711,10
3,0.011736254881477472,0.011375126386988978,0.0,0.25,2,0.644455910379148,0.625138966994711,10
4,0.011579216410025699,0.010973857348952154,0.0,0.25,2,0.644455910379148,0.625138966994711,10
5,0.011162714116634267,0.010274382637909762,0.0,0.25,2,0.644455910379148,0.625138966994711,10
6,0.00795316441241752,0.009412184636220448,0.0,0.25,2,0.644455910379148,0.625138966994711,10
7,0.00888218606869854,0.011206713620286038,0.0,0.25,2,0.644455910379148,0.625138966994711,10
8,0.008298315271716811,0.007679775211851101,0.0,0.25,2,0.644455910379148,0.625138966994711,10
9,0.008374502711794834,0.007986176770212303,0.01073801385604412,0.25,2,0.644455910379148,0.625138966994711,10
10,0.01110568929255007,0.007926542812394348,0.00782287209023353,0.25,2,0.644455910379148,0.625138966994711,10
1,0.008748106364005224,0.012224280839348138,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
2,0.011736044269054068,0.011375061471566184,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
3,0.011579791096663293,0.010973878962386966,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
4,0.011162581394362348,0.010274378517682307,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
5,0.007952915070233687,0.009412149876347607,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
6,0.008882289519217941,0.011206678210999995,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
7,0.008297957994365179,0.007679803065494579,0.0,0.25,3,0.6883427573586843,0.6712900615920199,10
8,0.008374640838411343,0.00798614492818941,0.01073801596524409,0.25,3,0.6883427573586843,0.6712900615920199,10
9,0.011105679161596833,0.007926554836459791,0.007822881650136546,0.25,3,0.6883427573586843,0.6712900615920199,10
10,0.00826009612278464,0.009082398547307847,0.008180700016554488,0.25,3,0.6883427573586843,0.6712900615920199,10
1,0.011736347801446218,0.011375111949266744,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
2,0.011579241611013844,0.010973883311003687,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
3,0.011162629426633567,0.010274399407927553,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
4,0.007953187578554162,0.009412187073394947,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
5,0.008882255755288157,0.011206727047303182,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
6,0.008298298370123735,0.007679791274271705,0.0,0.25,4,0.7301100265559796,0.7184627825757068,10
